UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
225511,"R",902447567,"R",1030272445,"R",1074423336,"R",2104695781,"R",3007143348,"R",282446,"R",55918492,"R",373968708,"R",429887200,"R",882623307,"R",9933993,"R",892557300,"R",1322444500,"R",0,"R",487684180,"R",334353191,"R",406163769,"R",456780154,"R",1684981294,"R",79750081,"R",345214199,"R",1446170654,"R",360560855,"R",264162784,"R",2495858573,"R",1121729049,"R",55786,"R",0,"R",1313716051,"R",1146465898,"R",167250153,"R",1517903517,"R",-172376,"R",1684981294,"R",397368724,"R",68890484,"R",46741859,"R",39201699,"R",9112428,"R",30089271,"R",96860055,"R",0,"R",91781792,"R",0,"R",6256368,"R",747100981,"R",0,"R",195875536,"R",0,"R",77430602,"R",0,"R",0,"R",130405900,"R",35166110,"R",26424275,"R",465302423,"R",1212403404,"R",52770054,"R",0,"R",9920474,"R",38622119,"R",101312647,"R",1313716051,"R",315099552,"R",201665776,"R",206303658,"R",67984575,"R",51506626,"R",14118539,"R",219089153,"R",99587561,"R",40703917,"R",17226451,"R",69175244,"R",45116416,"R",67140109,"R",152442186,"R",43876577,"R",0,"R",0,"R",0,"R",0,"R",25005453,"R",1381220,"R",1146465898,"R",490957115,"R",116359749,"R",77493506,"R",82352335,"R",37263007,"R",342040186,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",73821200,"R",3960796,"R",24425023,"R",0,"R",18763687,"R",85352556,"R",206323262,"R",128975441,"R",10207712,"R",139183153,"R",67140109,1 ,"R",842482112,"R",861211924
225520,"R",25890757,"R",54424449,"R",969530,"R",55393979,"R",81284736,"R",8073510,"R",1704958,"R",5536878,"R",7241836,"R",21088086,"R",27278013,"R",48366099,"R",55607935,"R",9321355,"R",32816492,"R",2670722,"R",1154291,"R",-12212549,"R",24428956,"R",6612373,"R",2495362,"R",50760200,"R",9927639,"R",597659,"R",70393233,"R",32044868,"R",0,"R",17045614,"R",38434256,"R",38802165,"R",-367909,"R",24823726,"R",-26861,"R",24428956,"R",4456035,"R",1390070,"R",353328,"R",297909,"R",87312,"R",210597,"R",254118,"A",,"R",435006,"A",,"R",737994,"R",7924460,"R",0,"R",11578593,"R",11518103,"R",5393037,"R",563283,"R",28934,"R",655275,"R",269636,"R",377691,"R",30384552,"R",38309012,"R",0,"R",125184,"R",60,"R",0,"R",125244,"R",38434256,"R",13737852,"R",7019808,"R",0,"R",0,"R",1652442,"R",989550,"R",2216098,"R",1005439,"R",3682962,"R",1792182,"R",9680920,"R",3184731,"R",2217878,"R",2918286,"R",567996,"A",,"A",,"A",,"A",,"R",2695727,"R",0,"R",38802165,"R",14559706,"R",8061781,"R",4858425,"R",2170190,"R",506649,"R",8645414,1 ,"R",166060,"R",5958149,"R",946003,"R",2769488,"R",2529607,"R",21638157,"R",8375352,"R",5088465,"R",4892286,"R",487357,"R",1789160,"R",28933,"R",655275,"R",1102235,"R",8955246,"R",5627950,"R",1109418,"R",6737368,"R",2217878,1 ,"R",6407250,"R",6102801
226019,"R",15897928,"R",64471027,"R",14054452,"R",78525479,"R",94423407,"R",6093432,"R",0,"R",8817608,"R",8817608,"Z",0,"R",48643254,"R",48643254,"R",57460862,"R",13125211,"R",54340648,"R",1207311,"R",10443452,"R",-36060645,"R",29930766,"R",4208950,"R",4587175,"R",62233569,"R",12635963,"Z",0,"R",83665657,"R",35414279,"Z",0,"Z",0,"R",49374255,"R",48483457,"R",890798,"R",30644980,"R",-1605012,"R",29930766,"R",8576482,"R",2799491,"R",832179,"R",103150,"Z",0,"R",103150,"R",3875269,"A",,"R",16043,"A",,"R",578540,"R",16781154,"Z",0,"R",11838836,"R",6602588,"R",10592036,"Z",0,"Z",0,"R",1948142,"R",1611499,"R",0,"R",32593101,"R",49374255,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",49374255,"R",18505042,"R",12502233,"Z",0,"Z",0,"R",345242,"R",167649,"R",3200563,"R",2054785,"R",2793007,"R",1696324,"R",11676338,"R",2871177,"R",3657289,"R",6538404,"R",1355325,"A",,"A",,"A",,"A",,"R",1767572,"R",408,"R",48483457,"R",20647901,"R",6984260,"R",4428913,"R",1767630,"R",2717,"R",14652036,1 ,"R",624204,"R",7711649,"R",1179471,"R",3407642,"R",1398472,"R",30862433,"R",11945740,"R",2685790,"R",10365665,"R",337072,"R",587993,"R",0,"R",335569,"R",2944973,"R",14571272,"R",8825291,"R",2088692,"R",10913983,"R",3657289,1 ,"R",9912557,"R",9594054
226091,"R",100132126,"R",196225776,"R",127019723,"R",323245499,"R",423377625,"R",0,"R",0,"R",77989871,"R",77989871,"R",0,"R",3435089,"R",3435089,"R",81424960,"R",0,"R",276003350,"R",28876803,"R",20765830,"R",16306682,"R",341952665,"R",15091613,"R",46206251,"R",315164600,"R",58008082,"R",61355144,"R",495825690,"R",219822340,"R",0,"R",0,"R",234929418,"R",244062598,"R",-9133180,"R",351127398,"R",-41553,"R",341952665,"R",91566793,"R",3904908,"R",7626134,"R",1836965,"R",0,"R",1836965,"R",24644399,"R",0,"R",338134,"R",0,"R",1383345,"R",131300678,"R",0,"R",62182885,"R",0,"R",18836455,"R",0,"R",0,"R",6042617,"R",1878861,"R",0,"R",88940818,"R",220241496,"R",14101882,"R",0,"R",336275,"R",249765,"R",14687922,"R",234929418,"R",77028730,"R",47735748,"R",4911025,"R",2503937,"R",2214233,"R",846516,"R",39216983,"R",10705161,"R",11939267,"R",6067614,"R",26841718,"R",12133538,"R",29003526,"R",31161745,"R",9254091,"R",0,"R",0,"R",0,"R",0,"R",21745371,"R",0,"R",244062598,"R",89246605,"R",27261139,"R",13313293,"R",11620892,"R",0,"R",102620669,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",18836455,"R",453818,"R",8694645,"R",0,"R",0,"R",30380628,"R",58365546,"R",29362020,"R",0,"R",29362020,"R",29003526,1 ,"R",123023772,"R",128541344
226107,"R",30911784,"R",30122549,"R",4659064,"R",34781613,"R",65693397,"R",0,"R",0,"R",3797047,"R",3797047,"R",0,"R",1667495,"R",1667495,"R",5464542,"R",0,"R",31924916,"R",910704,"R",5524,"R",27387711,"R",60228855,"R",1802368,"R",0,"R",45992214,"R",7929780,"R",0,"R",55724362,"R",24738099,"R",0,"R",938654,"R",23210119,"R",22146500,"R",1063619,"R",59165237,"R",-1,"R",60228855,"R",5199475,"R",1051116,"R",776904,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"A",,"R",603807,"R",7631302,"R",0,"R",10022870,"R",0,"R",2927208,"R",0,"R",0,"R",289383,"R",645013,"R",0,"R",13884474,"R",21515776,"R",1694343,"R",0,"R",0,"R",0,"R",1694343,"R",23210119,"R",8594467,"R",4167526,"R",0,"R",0,"R",1026763,"R",411755,"R",3278277,"R",1194601,"R",1997063,"R",896515,"R",3868861,"R",1501379,"R",2247904,"Z",0,"R",0,"A",,"A",,"A",,"A",,"R",1133165,"R",0,"R",22146500,"R",8171776,"R",2672419,"R",1905650,"R",1985335,"R",5,"R",7411315,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2927208,"R",68375,"R",1779274,"R",0,"R",331390,"R",433228,"R",5539475,"R",3291571,"R",0,"R",3291571,"R",2247904,1 ,"R",5524,"R",6184807
226116,"R",17374841,"R",21879514,"R",4489001,"R",26368515,"R",43743356,"Z",0,"Z",0,"R",5918369,"R",5918369,"Z",0,"R",180234,"R",180234,"R",6098603,"Z",0,"R",24926095,"Z",0,"R",1821264,"R",10897394,"R",37644753,"R",2018965,"R",4066872,"R",43747374,"R",6886768,"R",1027617,"R",57747596,"R",32821501,"Z",0,"Z",0,"R",28290664,"R",26368018,"R",1922646,"R",35722107,"R",0,"R",37644753,"R",6472716,"R",357830,"R",866284,"Z",0,"Z",0,"Z",0,"R",100979,"A",,"R",155170,"A",,"R",0,"R",7952979,"Z",0,"R",11639284,"Z",0,"R",5190626,"Z",0,"Z",0,"R",585564,"R",254685,"R",491087,"R",18161246,"R",26114225,"R",2157784,"Z",0,"Z",0,"R",18655,"R",2176439,"R",28290664,"R",10440862,"R",5654549,"Z",0,"Z",0,"R",250918,"R",128178,"R",3680327,"R",1167770,"R",1397710,"R",762563,"R",4490601,"R",1954806,"R",2689523,"R",1822797,"R",597250,"A",,"A",,"A",,"A",,"R",1595280,"R",1595280,"R",26368018,"R",11860396,"R",3851478,"R",1813571,"R",1808768,"R",0,"R",7033805,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4385909,"R",471167,"R",866284,"Z",0,"R",802094,"R",0,"R",6525454,"R",3835931,"R",0,"R",3835931,"R",2689523,1 ,"R",6817084,"R",6872617
226134,"R",112494099,"R",203298294,"R",3990745,"R",207289039,"R",319783138,"R",25949846,"R",10831943,"R",21839576,"R",32671519,"R",194366060,"R",61369154,"R",255735214,"R",288406733,"R",17951807,"R",29374745,"R",19392270,"R",3300313,"R",-12692884,"R",39374444,"R",39663032,"R",0,"R",138435480,"R",35211442,"R",62672899,"R",275982853,"R",72684559,"R",0,"R",0,"R",101227072,"R",91719480,"R",9507592,"R",29866852,"R",0,"R",39374444,"R",7536617,"R",4290694,"R",1333461,"R",664991,"R",664991,"R",0,"R",2087679,"R",0,"R",0,"R",0,"R",1829945,"R",17743387,"R",0,"R",15976013,"R",45939537,"R",18645886,"R",26272,"R",0,"R",0,"R",2432585,"R",399297,"R",83419590,"R",101162977,"R",0,"R",8095,"R",56000,"R",0,"R",64095,"R",101227072,"R",38628295,"R",18830681,"R",862,"R",0,"R",767782,"R",321386,"R",8593082,"R",3626501,"R",10025149,"R",4309525,"R",18940825,"R",7124348,"R",8950340,"R",2057739,"R",628077,"R",0,"R",0,"R",0,"R",0,"R",3755406,"R",0,"R",91719480,"R",34840518,"R",17985404,"R",7791315,"R",5851557,"R",7892812,"R",17357874,1 ,"R",1653396,"R",15672845,"R",1618199,"R",6776574,"R",2102010,"R",42198715,"R",16333608,"R",15315614,"R",17498962,"R",825779,"R",923506,"R",0,"R",1881329,"R",363673,"R",21493249,"R",12542309,"R",600,"R",12542909,"R",8950340,1 ,"R",3240686,"R",3300313
226152,"R",43490746,"R",141257558,"R",149381482,"R",290639040,"R",334129786,"R",0,"R",0,"R",18424293,"R",18424293,"R",0,"R",2168492,"R",2168492,"R",20592785,"R",0,"R",157176636,"R",29154895,"R",41725626,"R",85479844,"R",313537001,"R",7500048,"R",23062855,"R",255759742,"R",16807352,"R",8309031,"R",311439028,"R",164565140,"R",0,"R",9016885,"R",186687014,"R",131772493,"R",54914521,"R",258622480,"R",0,"R",313537001,"R",27946771,"R",5338153,"R",11552385,"R",205226,"R",0,"R",205226,"R",2549602,"R",0,"R",1040870,"R",0,"R",1492551,"R",50125558,"R",0,"R",37274955,"R",0,"R",24074892,"R",0,"R",0,"R",4233908,"R",5523751,"R",84596,"R",71192102,"R",121317660,"R",6709910,"R",0,"R",136305,"R",58523139,"R",65369354,"R",186687014,"R",39811899,"R",22645986,"R",6009863,"R",1870503,"R",3814408,"R",1765387,"R",21254304,"R",8469347,"R",8626212,"R",4454533,"R",10568279,"R",4778448,"R",14843987,"R",12015344,"R",2470008,"R",0,"R",0,"R",0,"R",0,"R",14828197,"R",0,"R",131772493,"R",46454212,"R",12798192,"R",11782640,"R",9149863,"R",78,"R",51587508,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24074892,"R",668380,"R",12262571,"R",0,"R",3644748,"R",7791027,"R",48441618,"R",31897798,"R",1699833,"R",33597631,"R",14843987,1 ,"R",41297480,"R",41725626
226204,"R",29356580,"R",101291143,"R",10079034,"R",111370177,"R",140726757,"R",13465397,"R",3460497,"R",10404381,"R",13864878,"R",64453154,"R",45952350,"R",110405504,"R",124270382,"R",13941104,"R",33533229,"R",0,"R",379034,"R",-17931595,"R",15980668,"R",3947831,"R",0,"R",120578416,"R",36313169,"R",604381,"R",161443797,"R",60152654,"R",0,"R",0,"R",69576752,"R",61555674,"R",8021078,"R",7959590,"R",0,"R",15980668,"R",10535213,"R",3417314,"R",468239,"R",870461,"R",0,"R",870461,"R",393943,"A",,"R",70209,"A",,"R",325744,"R",16081123,"R",0,"R",12374736,"R",32981812,"R",5627362,"R",0,"R",0,"R",1022985,"R",564073,"R",924661,"R",53495629,"R",69576752,"R",0,"R",0,"R",0,"R",0,"R",0,"R",69576752,"R",26406402,"R",17518166,"R",0,"R",0,"R",2462649,"R",1182661,"R",4373493,"R",2363151,"R",3543732,"R",2312922,"R",11453867,"R",4946911,"R",2716159,"R",1054144,"R",370208,"A",,"A",,"A",,"A",,"R",9545228,"R",2129791,"R",61555674,"R",30823810,"R",10658730,"R",6420318,"R",3124910,"R",2633299,"R",7894607,1 ,"R",2314047,"R",12771701,"R",1098067,"R",5916890,"R",1338724,"R",33180649,"R",12843037,"R",7392770,"R",5214901,"R",172587,"R",47000,"R",0,"R",515987,"R",3586649,"R",9537124,"R",6820965,"R",0,"R",6820965,"R",2716159,1 ,"R",375012,"R",379034
226408,"R",22549142,"R",41933735,"R",84674954,"R",126608689,"R",149157831,"R",5985132,"R",12949742,"R",0,"R",12949742,"Z",0,"R",148884637,"R",148884637,"R",161834379,"R",17793083,"R",15282562,"R",2218436,"Z",0,"R",-41985497,"R",-24484499,"R",372145,"Z",0,"R",55224121,"R",12782169,"R",9153452,"R",77531887,"R",35598152,"Z",0,"Z",0,"R",49383692,"R",49987713,"R",-604021,"R",-23880478,"R",0,"R",-24484499,"R",7223980,"R",2736784,"R",419801,"R",1068038,"Z",0,"R",1068038,"R",491031,"A",,"R",28147,"A",,"R",1495964,"R",13463745,"Z",0,"R",9232044,"R",20321006,"R",4502620,"R",202634,"Z",0,"R",0,"R",1486575,"R",175068,"R",35919947,"R",49383692,"R",0,"R",0,"R",0,"R",0,"R",0,"R",49383692,"R",17441178,"R",13335395,"R",0,"R",0,"R",1428687,"R",1021433,"R",4595761,"R",2810722,"R",5052709,"R",3170183,"R",9927340,"R",4451676,"R",3283983,"R",461406,"R",141698,"A",,"A",,"A",,"A",,"R",7796649,"R",756705,"R",49987713,"R",25687812,"R",6198074,"R",4353209,"R",1801242,"R",2246882,"R",9700494,1 ,"R",1248222,"R",11375669,"R",1217016,"R",5620291,"R",389784,"R",26108420,"R",16575067,"R",364841,"R",4337850,"R",164770,"R",202634,"Z",0,"R",221608,"R",0,"R",4926862,"R",1642879,"Z",0,"R",1642879,"R",3283983,1 ,"R",2235557,"R",2353388
226578,"R",38668019,"R",122978253,"R",0,"R",122978253,"R",161646272,"R",21022373,"R",4545000,"R",15429130,"R",19974130,"R",76219797,"R",55835473,"R",132055270,"R",152029400,"R",17359721,"R",45097276,"R",10316922,"Z",0,"R",-42134674,"R",13279524,"R",6807780,"R",0,"R",170364765,"R",11445663,"R",1068815,"R",189687023,"R",66708770,"R",0,"R",0,"R",80891712,"R",79161921,"R",1729791,"R",11549733,"R",0,"R",13279524,"R",13453670,"R",0,"R",0,"R",0,"R",0,"R",0,"R",403484,"A",,"R",1015863,"A",,"R",137057,"R",15010074,"R",0,"R",17138675,"R",25823595,"R",20420431,"R",1487941,"R",232828,"R",298883,"R",479285,"R",0,"R",65881638,"R",80891712,"R",0,"R",0,"R",0,"R",0,"R",0,"R",80891712,"R",32987202,"R",23350680,"R",0,"R",0,"R",2264847,"R",1482139,"R",2870689,"R",1773364,"R",5269865,"R",3482595,"R",10738435,"R",4893395,"R",9439164,"R",2546354,"R",846938,"A",,"A",,"A",,"A",,"R",13045365,"R",1681909,"R",79161921,"R",37511020,"R",12121833,"R",5773536,"R",4118138,"R",2545478,"R",17091916,1 ,"R",1384973,"R",15561725,"R",1539082,"R",7146326,"R",574411,"R",40273748,"R",15588522,"R",10760109,"R",16696457,"R",287054,"R",767871,"R",4510869,"R",0,"R",3000,"R",22265251,"R",12826087,"R",0,"R",12826087,"R",9439164,1 ,"R",10633042,"R",11129448
226806,"R",51887134,"R",91171089,"R",19681421,"R",110852510,"R",162739644,"R",17629479,"R",3093459,"R",15043811,"R",18137270,"R",24770708,"R",39426897,"R",64197605,"R",82334875,"R",12294072,"R",71521434,"R",11396187,"R",5297604,"R",-2475049,"R",85740176,"R",14353821,"R",0,"R",115815502,"R",20840778,"R",4807098,"R",155817199,"R",57288762,"R",0,"R",49000,"R",71547096,"R",61345554,"R",10201542,"R",75538634,"R",0,"R",85740176,"R",9170673,"R",897225,"R",609926,"R",11315671,"R",5397628,"R",5918043,"R",1034069,"R",0,"R",691426,"R",0,"R",1339158,"R",25058148,"R",0,"R",8526330,"R",31103581,"R",4256450,"R",159463,"R",0,"R",1411740,"R",998289,"R",0,"R",46455853,"R",71514001,"R",0,"R",0,"R",33095,"R",0,"R",33095,"R",71547096,"R",23469759,"R",14195794,"Z",0,"R",0,"R",4757506,"R",1635941,"R",10584054,"R",4038830,"R",5178449,"R",2480531,"R",8725680,"R",3653451,"R",2999472,"R",5623904,"R",1226374,"R",0,"R",0,"R",0,"R",0,"R",6730,"R",0,"R",61345554,"R",27230921,"R",8886491,"R",6353159,"R",4637489,"R",1212483,"R",13025011,1 ,"R",-347447,"R",11381158,"R",1744892,"R",5486604,"R",25665,"R",27254343,"R",10549180,"R",10917268,"R",4099432,"R",111234,"R",159463,"R",33844,"R",2557079,"R",0,"R",6961052,"R",3811483,"R",150097,"R",3961580,"R",2999472,1 ,"R",46590990,"R",49626175
226833,"R",49435232,"R",194238803,"R",68868866,"R",263107669,"R",312542901,"R",54028453,"R",6010000,"R",51437968,"R",57447968,"R",130115000,"R",77296750,"R",207411750,"R",264859718,"R",19556983,"R",54360309,"R",15024030,"R",4998125,"R",7772189,"R",82154653,"R",6212890,"R",27882426,"R",276989504,"R",35639843,"R",13635554,"R",360360217,"R",175984160,"R",9862746,"Z",0,"R",123730162,"R",128171825,"R",-4441663,"R",91206367,"R",-4610051,"R",82154653,"R",35507877,"R",2132945,"R",4322954,"R",2201482,"Z",0,"R",2201482,"R",13883717,"Z",0,"R",1627903,"Z",0,"R",5026225,"R",64703103,"Z",0,"R",27682291,"Z",0,"R",10413989,"Z",0,"Z",0,"R",5604538,"R",3048257,"R",7259,"R",46756334,"R",111459437,"R",5061412,"R",6507313,"R",172472,"R",529528,"R",12270725,"R",123730162,"R",49252202,"R",22984833,"R",1375279,"R",494719,"R",1422123,"R",431841,"R",12838252,"R",3498468,"R",17567129,"R",6577620,"R",11444101,"R",4783107,"R",12698325,"R",9217084,"R",1260531,"Z",0,"Z",0,"Z",0,"Z",0,"R",12357330,"R",0,"R",128171825,"R",40031119,"R",21587235,"R",8598507,"R",14740004,"R",5303562,"R",37911398,1 ,"R",1024900,"R",17048013,"R",1281913,"R",8525471,"R",8765669,"R",47214582,"R",18275070,"R",42578063,"R",10412717,"R",769799,"R",4122372,"Z",0,"Z",0,"R",14802555,"R",30107443,"R",17250208,"R",158910,"R",17409118,"R",12698325,1 ,"R",22003421,"R",25474020
226930,"R",33060694,"R",66751864,"R",2359963,"R",69111827,"R",102172521,"R",14733809,"R",5407248,"R",11757905,"R",17165153,"R",18862937,"R",34722265,"R",53585202,"R",70750355,"R",11187874,"R",48823769,"R",0,"R",0,"R",-13855668,"R",34968101,"R",5200981,"R",0,"R",99750542,"R",6318568,"R",1491020,"R",112761111,"R",43658964,"R",0,"R",0,"R",60099112,"R",54579017,"R",5520095,"R",29448006,"R",0,"R",34968101,"R",7238412,"R",1688269,"R",727797,"R",635221,"R",0,"R",635221,"R",242621,"A",,"R",26693,"A",,"R",15086,"R",10574099,"R",0,"R",11037469,"R",27816915,"R",10654081,"R",0,"R",0,"R",0,"R",16548,"R",0,"R",49525013,"R",60099112,"R",0,"R",0,"R",0,"R",0,"R",0,"R",60099112,"R",23769346,"R",16797432,"R",0,"R",0,"R",329852,"R",209040,"R",3135574,"R",1885491,"R",6285086,"R",3253424,"R",8582942,"R",4295728,"R",8274590,"R",1874403,"R",748908,"A",,"A",,"A",,"A",,"R",2327224,"R",0,"R",54579017,"R",27190023,"R",5928916,"R",4022565,"R",2104384,"R",757973,"R",14575156,1 ,"R",1190706,"R",11334891,"R",2154367,"R",7173619,"R",1134855,"R",23338530,"R",9033507,"R",7560190,"R",10249617,"R",372444,"R",464568,"R",0,"R",0,"R",1404046,"R",12490675,"R",4216085,"R",0,"R",4216085,"R",8274590,2 ,"A",,"A",
227146,"R",34614208,"R",61630207,"R",0,"R",61630207,"R",96244415,"R",19256201,"R",2118235,"R",15081099,"R",17199334,"R",18562538,"R",40769560,"R",59332098,"R",76531432,"R",11443874,"R",40746545,"R",2482390,"R",0,"R",-15703625,"R",27525310,"R",2899969,"R",8277338,"R",75058204,"R",11467526,"R",322203,"R",98025240,"R",36395033,"Z",0,"Z",0,"R",60628537,"R",61969726,"R",-1341189,"R",28866499,"R",0,"R",27525310,"R",14804719,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5701386,"A",,"R",540312,"A",,"R",170263,"R",21216680,"Z",0,"R",16641393,"R",4225699,"R",15439330,"R",1234927,"R",243494,"R",1041306,"R",153046,"R",432662,"R",39411857,"R",60628537,"R",0,"R",0,"R",0,"R",0,"R",0,"R",60628537,"R",20462044,"R",12969058,"Z",0,"Z",0,"R",346517,"R",234870,"R",3198198,"R",1949658,"R",4900914,"R",2927873,"R",7324796,"R",3741115,"R",7874880,"R",10542824,"R",1958337,"A",,"A",,"A",,"A",,"R",7319553,"R",842469,"R",61969726,"R",24623380,"R",10618699,"R",2896494,"R",2415665,"R",795413,"R",20620075,1 ,"R",1144424,"R",11613681,"R",1301997,"R",4952035,"R",2763851,"R",26202062,"R",10141877,"R",13607055,"R",13160207,"R",760119,"R",656035,"R",1129553,"R",112439,"R",0,"R",15818353,"R",5477548,"R",2465925,"R",7943473,"R",7874880,1 ,"R",4455927,"R",4310001
227182,"R",211739220,"R",955464160,"R",47972601,"R",1003436761,"R",1215175981,"R",191120909,"R",46443378,"R",90753087,"R",137196465,"R",681269351,"R",296422963,"R",977692314,"R",1114888779,"R",73316457,"R",334489377,"R",24866690,"R",0,"R",-141264413,"R",218091654,"R",90998145,"R",0,"R",990778122,"R",120518196,"R",29734008,"R",1232028471,"R",276564311,"R",0,"R",0,"R",526851081,"R",499922921,"R",26928160,"R",191533598,"R",-370104,"R",218091654,"R",80966660,"R",14932098,"R",4421847,"R",3957975,"R",3957975,"R",0,"R",10422659,"A",,"R",0,"A",,"R",3107386,"R",117808625,"R",0,"R",115419152,"R",205480045,"R",77278621,"R",0,"R",0,"R",284059,"R",7061113,"R",3519466,"R",409042456,"R",526851081,"R",0,"R",0,"R",0,"R",0,"R",0,"R",526851081,"R",188100995,"R",104655277,"R",0,"R",0,"R",1595067,"R",683197,"R",99537642,"R",41695803,"R",77725182,"R",34183074,"R",80209387,"R",34494928,"R",43095928,"R",9658720,"R",703223,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",499922921,"R",216415502,"R",79491228,"R",43961962,"R",25282482,"R",24447197,"R",110324550,1 ,"R",5794692,"R",107837014,"R",10088792,"R",58542332,"R",766227,"R",163351917,"R",63227665,"R",108687118,"R",74378910,"R",1523250,"R",2994311,"R",0,"R",5411519,"R",0,"R",84307990,"R",41212062,"R",0,"R",41212062,"R",43095928,1 ,"R",15230868,"R",16862047
227191,"R",38287024,"R",84183013,"R",34471472,"R",118654485,"R",156941509,"R",16925252,"R",6714202,"R",13117825,"R",19832027,"R",22275687,"R",39927231,"R",62202918,"R",82034945,"R",12851910,"R",81981447,"R",0,"R",0,"R",-3001541,"R",78979906,"R",29034443,"R",0,"R",135242549,"R",8422119,"R",7248208,"R",179947319,"R",72786125,"R",0,"R",0,"R",75345101,"R",61686385,"R",13658716,"R",65321190,"R",0,"R",78979906,"R",10999812,"R",1384676,"R",1435127,"R",132733,"R",0,"R",132733,"R",155428,"A",,"R",34070,"A",,"R",317548,"R",14459394,"R",0,"R",14211382,"R",38033419,"R",8613583,"R",0,"R",0,"R",0,"R",22038,"R",5285,"R",60885707,"R",75345101,"R",0,"R",0,"R",0,"R",0,"R",0,"R",75345101,"R",31028191,"R",19234446,"R",0,"R",0,"R",26738,"R",4895,"R",3150970,"R",1788808,"R",8793148,"R",4879796,"R",7896513,"R",3913341,"R",6322369,"R",1699153,"R",771187,"A",,"A",,"A",,"A",,"R",2769303,"R",0,"R",61686385,"R",30592473,"R",6580003,"R",5314773,"R",3075215,"R",941178,"R",15182743,1 ,"R",1367807,"R",13020794,"R",2474798,"R",8240592,"R",1303649,"R",26809802,"R",10377112,"R",8684660,"R",8318008,"R",417149,"R",320836,"R",0,"R",0,"R",1035252,"R",10091245,"R",3768876,"R",0,"R",3768876,"R",6322369,2 ,"A",,"A",
