UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
187648,"R",13618080,"R",145740531,"R",42817765,"R",188558296,"R",202176376,"R",27090258,"R",1869107,"R",13340548,"R",15209655,"R",41608964,"R",137572187,"R",179181151,"R",194390806,"R",12980250,"R",102262459,"R",11310657,"R",2865547,"R",-94543085,"R",21895578,"R",6542858,"R",28955167,"R",178561499,"R",34011125,"R",4224724,"R",252295373,"R",107138845,"R",0,"R",584004,"R",77904899,"R",87437840,"R",-9532941,"R",31428519,"R",0,"R",21895578,"R",17807469,"R",3247327,"R",2930695,"R",1920362,"R",0,"R",1920362,"R",5738279,"R",0,"R",1013613,"R",0,"R",2682295,"R",35340040,"R",0,"R",31095500,"R",0,"R",8045165,"R",0,"R",0,"R",859612,"R",1384663,"R",0,"R",41384940,"R",76724980,"R",1178219,"R",1700,"R",0,"R",0,"R",1179919,"R",77904899,"R",23019156,"R",15140010,"R",437608,"R",184114,"R",4607584,"R",1653374,"R",4031681,"R",2178670,"R",9223000,"R",3510830,"R",8375630,"R",4351527,"R",6201906,"R",4492276,"R",794654,"R",0,"R",0,"R",0,"R",0,"R",27048999,"R",3367989,"R",87437840,"R",31181168,"R",22811888,"R",5312050,"R",6834220,"R",1620378,"R",19678136,1 ,"R",13059274,"R",102503273,"R",4713842,"R",25675382,"R",-526553,"R",31993021,"R",8266408,"R",1414876,"R",6895246,"R",491596,"R",3167624,"R",0,"R",1021912,"R",1755233,"R",13331611,"R",7050720,"R",78985,"R",7129705,"R",6201906,1 ,"R",12940043,"R",13753739
187666,"R",22517580,"R",36406710,"R",4655362,"R",41062072,"R",63579652,"R",11429534,"R",0,"R",3057493,"R",3057493,"R",0,"R",52282265,"R",52282265,"R",55339758,"R",3656326,"R",36406710,"R",1927061,"R",618378,"R",-22939047,"R",16013102,"R",1699854,"R",0,"R",61574692,"R",8898539,"R",560992,"R",72734077,"R",37432896,"R",0,"R",1123862,"R",25845916,"R",31340231,"R",-5494315,"R",21507417,"R",0,"R",16013102,"R",2715571,"R",3907100,"R",367098,"R",21276,"R",0,"R",21276,"R",420766,"A",,"R",0,"A",,"R",831317,"R",8263128,"R",0,"R",11411900,"R",1179573,"R",2835729,"R",289311,"R",0,"R",0,"R",180116,"R",859657,"R",16756286,"R",25019414,"R",826502,"Z",0,"Z",0,"R",0,"R",826502,"R",25845916,"R",10662990,"R",5640387,"R",0,"R",0,"R",3308348,"R",1453662,"R",1514025,"R",827528,"R",2111972,"R",1122571,"R",5006903,"R",1811065,"R",2502969,"R",504988,"R",61081,"A",,"A",,"A",,"A",,"R",5728036,"R",297386,"R",31340231,"R",11213680,"R",9314828,"R",2190481,"R",1842758,"R",0,"R",6778484,1 ,"R",5373776,"R",41167788,"R",980853,"R",11211787,"R",215237,"R",10354737,"R",2675473,"R",217747,"R",2705021,"R",130708,"R",289311,"R",0,"R",946064,"R",55000,"R",4126104,"R",1623135,"R",0,"R",1623135,"R",2502969,1 ,"R",697962,"R",714648
187745,"R",19917698,"R",55147463,"R",6837468,"R",61984931,"R",81902629,"R",0,"R",229936,"R",5691564,"R",5921500,"R",5714640,"R",0,"R",5714640,"R",11636140,"R",0,"R",49202887,"R",2605548,"R",3183120,"R",15274934,"R",70266489,"R",1400001,"R",748760,"R",63508193,"R",13984155,"R",72000,"R",79713109,"R",24565646,"R",0,"R",0,"R",21196476,"R",21684426,"R",-487950,"R",70754439,"R",0,"R",70266489,"R",2072711,"R",1054324,"R",0,"R",2542249,"R",0,"R",2542249,"R",2149909,"R",0,"R",0,"R",0,"R",1506233,"R",9325426,"R",9960000,"R",0,"R",0,"R",1054304,"R",0,"R",0,"R",0,"R",464900,"R",224652,"R",11703856,"R",21029282,"R",0,"R",167194,"R",0,"R",0,"R",167194,"R",21196476,"R",5965077,"R",2725366,"R",0,"R",0,"R",0,"R",0,"R",1412781,"R",645482,"R",1883709,"R",860642,"R",6436004,"R",2940527,"R",1085657,"R",1923126,"R",269238,"R",0,"R",0,"R",0,"R",0,"R",2978072,"R",0,"R",21684426,"R",7441255,"R",1802276,"R",1909369,"R",2048466,"R",234654,"R",8248406,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1054304,"R",19043,"R",0,"R",0,"R",1499075,"R",405650,"R",2978072,"R",927283,"R",965132,"R",1892415,"R",1085657,1 ,"R",6050706,"R",6213170
187897,"R",17570696,"R",95048816,"R",9729452,"R",104778268,"R",122348964,"R",22980427,"R",1180000,"R",8818456,"R",9998456,"R",22805000,"R",112794930,"R",135599930,"R",145598386,"R",11104901,"R",71063816,"R",6341399,"R",9742325,"R",-98521436,"R",-11373896,"R",39115121,"R",0,"R",132470540,"R",21723310,"R",2516497,"R",195825468,"R",100850338,"R",73686,"R",0,"R",69875498,"R",78834496,"R",-8958998,"R",-2414898,"R",0,"R",-11373896,"R",16645728,"R",5771353,"R",1534192,"R",3121215,"R",0,"R",3121215,"R",3544263,"R",0,"R",0,"R",0,"R",975280,"R",31592031,"R",0,"R",30136300,"R",0,"R",4431226,"R",0,"R",0,"R",0,"R",741939,"R",591983,"R",35901448,"R",67493479,"R",2382019,"R",0,"R",0,"R",0,"R",2382019,"R",69875498,"R",29080596,"R",12200420,"R",1427862,"R",488133,"R",7041182,"R",2879873,"R",2534235,"R",1405534,"R",6499745,"R",2825768,"R",7221548,"R",4489418,"R",5484497,"R",7954845,"R",1820660,"R",0,"R",0,"R",0,"R",0,"R",11589986,"R",0,"R",78834496,"R",26109806,"R",17520623,"R",4450727,"R",4780902,"R",1148678,"R",24823760,1 ,"R",10877718,"R",89219467,"R",3658914,"R",22509705,"R",-791312,"R",23518077,"R",7445987,"R",470722,"R",4431226,"R",197144,"R",1088569,"R",0,"R",0,"R",1036728,"R",6753667,"R",1269170,"R",0,"R",1269170,"R",5484497,1 ,"R",6996012,"R",7752069
187903,"R",42047086,"R",76519548,"R",13378227,"R",89897775,"R",131944861,"R",11916237,"R",0,"R",3774054,"R",3774054,"R",0,"R",61265012,"R",61265012,"R",65039066,"R",5450466,"R",89897775,"R",0,"R",0,"R",-16526209,"R",73371566,"R",6677217,"R",20528346,"R",84862258,"R",10611689,"R",13205664,"R",135885174,"R",51153279,"R",0,"R",5165880,"R",53640854,"R",44506050,"R",9134804,"R",64236762,"R",0,"R",73371566,"R",3960486,"R",825356,"R",648652,"R",0,"R",0,"R",0,"R",2768612,"A",,"R",0,"A",,"R",464165,"R",8667271,"R",0,"R",5984204,"R",34506253,"R",2961564,"R",0,"R",0,"R",0,"R",458303,"R",659300,"R",44569624,"R",53236895,"R",403959,"R",0,"R",0,"R",0,"R",403959,"R",53640854,"R",12101182,"R",6203428,"R",0,"R",0,"R",541907,"R",112964,"R",2846896,"R",1060765,"R",2689561,"R",1320153,"R",4739970,"R",2259163,"R",3862296,"R",2819640,"R",278368,"A",,"A",,"A",,"A",,"R",14904598,"R",2677449,"R",44506050,"R",13912290,"R",10925109,"R",1635425,"R",4667384,"R",0,"R",13365842,1 ,"R",8165535,"R",48092108,"R",1491378,"R",11668849,"R",-134963,"R",13172904,"R",3959088,"R",247388,"R",2961564,"R",825356,"R",648652,"R",0,"R",0,"R",0,"R",4435572,"R",573276,"R",0,"R",573276,"R",3862296,1 ,"R",8711414,"R",9864932
187912,"R",34550509,"R",71102795,"R",499214619,"R",570317414,"R",604867923,"R",15111245,"R",685000,"R",4421514,"R",5106514,"R",6633673,"R",71027732,"R",77661405,"R",82767919,"R",4670164,"R",64299773,"R",23828034,"R",471533384,"R",-27120106,"R",532541085,"R",2260519,"R",6319209,"R",116593502,"R",7203096,"R",1455738,"R",133832064,"R",62729269,"R",0,"R",0,"R",19756367,"R",23888547,"R",-4132180,"R",540732205,"R",-4058940,"R",532541085,"R",2941985,"R",250451,"R",1449083,"R",444601,"R",0,"R",444601,"R",603528,"A",,"R",0,"A",,"R",345789,"R",6035437,"R",0,"R",0,"R",0,"R",551847,"R",0,"R",0,"R",120528,"R",13008830,"R",39725,"R",13720930,"R",19756367,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19756367,"R",10086092,"R",3812908,"R",0,"R",0,"R",0,"R",0,"R",1107746,"R",355093,"R",1430299,"R",393803,"R",3124649,"R",986335,"R",1537431,"R",4477197,"R",434920,"A",,"A",,"A",,"A",,"R",2125133,"R",422509,"R",23888547,"R",6405568,"R",6269421,"R",2441694,"R",2927278,"R",116404,"R",5728182,1 ,"R",4011211,"R",28623028,"R",554617,"R",7329834,"R",8944,"R",6890838,"R",1780466,"R",225789,"R",527322,"R",100500,"R",21646,"R",0,"R",0,"R",2958180,"R",3607648,"R",2070217,"R",0,"R",2070217,"R",1537431,1 ,"R",493661049,"R",490759173
187958,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1971890,"R",856234,"R",176998,"R",101738,"R",0,"R",101738,"R",843968,"A",,"R",0,"A",,"R",42213,"R",3993041,"R",0,"R",8898887,"R",2571910,"R",4675951,"R",0,"R",0,"R",48722,"R",109961,"R",58834,"R",16364265,"R",20357306,"R",10964,"R",0,"R",0,"R",0,"R",10964,"R",20368270,"R",7675371,"R",5116630,"R",7697,"R",6000,"R",907650,"R",402299,"R",1267082,"R",508411,"R",1205529,"R",775687,"R",2239859,"R",936107,"R",3682008,"R",1143677,"R",111413,"A",,"A",,"A",,"A",,"R",5695591,"R",557,"R",23824464,"R",7857104,"R",5979216,"R",3315525,"R",0,"R",0,"R",6672619,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4675951,"R",0,"R",58681,"R",0,"R",0,"R",102567,"R",4837199,"R",1094068,"R",61123,"R",1155191,"R",3682008,2 ,"A",,"A",
187967,"R",77484576,"R",150945129,"R",73056372,"R",224001501,"R",301486077,"R",44677257,"R",0,"R",11746028,"R",11746028,"R",9927649,"R",197955239,"R",207882888,"R",219628916,"R",7700811,"R",141306350,"R",-13479406,"R",59063558,"R",-68056895,"R",118833607,"R",11462264,"R",30482618,"R",212263365,"R",73934833,"R",2418390,"R",330561470,"R",179616341,"Z",0,"Z",0,"R",142372716,"R",173337988,"R",-30965272,"R",149798879,"R",0,"R",118833607,"R",10634307,"R",43984955,"R",1747153,"R",8915473,"R",0,"R",8915473,"R",5240249,"R",0,"R",0,"R",4381667,"R",12326409,"R",87230213,"R",0,"R",36838997,"R",0,"R",2089630,"R",0,"R",0,"R",1870999,"R",944350,"R",0,"R",41743976,"R",128974189,"R",253753,"R",107723,"R",4775709,"R",8261342,"R",13398527,"R",142372716,"R",16516989,"R",12120336,"R",56143426,"R",17498373,"R",545951,"R",168659,"R",2772327,"R",1883965,"R",2336819,"R",1301388,"R",7718471,"R",5562197,"R",3755739,"R",5586517,"R",1237096,"R",0,"R",0,"R",4028328,"R",2204369,"R",73933421,"R",0,"R",173337988,"R",41976383,"R",51167608,"R",6781426,"R",10920384,"R",247375,"R",62244812,1 ,"R",27890050,"R",159908673,"R",3755993,"R",42404051,"R",6623011,"R",28219046,"R",3944818,"R",2273206,"R",2089630,"R",202298,"R",2457550,"R",0,"R",2436503,"R",1537783,"R",8723764,"R",3711133,"R",1256892,"R",4968025,"R",3755739,1 ,"R",47712017,"R",51598540
187976,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",733579,"R",183568,"R",98197,"R",72764,"R",0,"R",72764,"R",74887,"A",,"R",0,"A",,"R",84412,"R",1247407,"R",0,"R",1757000,"R",1459627,"R",360786,"R",0,"R",0,"R",29406,"R",38378,"R",0,"R",3645197,"R",4892604,"R",368408,"R",0,"R",0,"R",0,"R",368408,"R",5261012,"R",1444299,"R",1096338,"R",0,"R",0,"R",340868,"R",228702,"R",597676,"R",370924,"R",438051,"R",270312,"R",925651,"R",522316,"R",27047,"R",90354,"R",0,"A",,"A",,"A",,"A",,"R",1595268,"R",0,"R",5459214,"R",2488592,"R",1802221,"R",411864,"R",0,"R",0,"R",756537,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",360786,"R",0,"R",29325,"R",0,"R",0,"R",10122,"R",400233,"R",360368,"R",12818,"R",373186,"R",27047,2 ,"A",,"A",
187985,"R",1224804149,"R",1161299342,"R",572454376,"R",1733753718,"R",2958557867,"R",523102792,"R",30957372,"R",385590132,"R",416547504,"R",602866327,"R",2165472553,"R",2768338880,"R",3184886384,"R",50397984,"R",744511061,"R",133434723,"R",134777641,"R",-766347134,"R",246376291,"R",142448487,"R",180829164,"R",1594532443,"R",899070137,"R",110021528,"R",2926901759,"R",1597005287,"R",0,"R",0,"R",2549384603,"R",2725298423,"R",-175913820,"R",422290111,"R",0,"R",246376291,"R",131400861,"R",204673876,"R",33691874,"R",38207136,"R",3529363,"R",34677773,"R",36652662,"R",1293561834,"R",0,"R",0,"R",159499222,"R",1897687465,"R",0,"R",291028992,"R",105794580,"R",32350485,"R",25366949,"R",0,"R",29085262,"R",44682245,"R",6729816,"R",535038329,"R",2432725794,"R",56386270,"R",0,"R",0,"R",0,"R",56386270,"R",2489112064,"R",254784287,"R",171096044,"R",189779263,"R",91921614,"R",420840160,"R",238332100,"R",46586704,"R",29585558,"R",26856574,"R",14807553,"R",57482514,"R",36219932,"R",10708647,"R",82601327,"R",24277719,"R",1115967933,"R",485958939,"R",0,"R",0,"R",455441317,"R",51972920,"R",2661048726,"R",1144172379,"R",556717444,"R",109471902,"R",103613642,"R",20376509,"R",726696850,1 ,"R",349640626,"R",2020852577,"R",39057018,"R",503989517,"R",7954000,"R",125483900,"R",10590200,"R",7513700,"R",32250485,"R",4044661,"R",30522589,"R",0,"R",2656274,"R",23374106,"R",92848115,"R",73474957,"R",8664511,"R",82139468,"R",10708647,1 ,"R",466961828,"R",471930226
187994,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1828044,"R",190539,"R",210928,"R",0,"R",0,"R",0,"R",7228,"A",,"R",0,"A",,"R",71703,"R",2308442,"R",0,"R",7035715,"R",693556,"R",1491547,"R",71898,"R",0,"R",34992,"R",77512,"R",69753,"R",9474973,"R",11783415,"R",268142,"R",0,"R",1958,"R",0,"R",270100,"R",12053515,"R",7554153,"R",3533075,"R",13269,"R",0,"R",253652,"R",111439,"R",1850482,"R",846223,"R",1110844,"R",511919,"R",2853115,"R",756069,"R",1183584,"R",12794,"R",0,"A",,"A",,"A",,"A",,"R",53149,"R",0,"R",14885042,"R",5758725,"R",1854708,"R",1413359,"R",1213777,"R",0,"R",4644473,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1491547,"R",26225,"R",183674,"R",0,"R",19336,"R",114765,"R",1835547,"R",651963,"R",0,"R",651963,"R",1183584,2 ,"A",,"A",
188003,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1200614,"R",991639,"R",182078,"R",0,"R",0,"R",0,"R",14314,"A",,"R",0,"A",,"R",109877,"R",2498522,"R",0,"R",4440577,"R",11127938,"R",1049958,"R",53660,"R",0,"R",20305,"R",142927,"R",0,"R",16835365,"R",19333887,"R",250545,"R",0,"R",719,"R",0,"R",251264,"R",19585151,"R",7121891,"R",3114220,"R",735,"R",0,"R",584734,"R",248566,"R",2184004,"R",736150,"R",2037481,"R",776544,"R",2893924,"R",596082,"R",901872,"R",294489,"R",139066,"A",,"A",,"A",,"A",,"R",174608,"R",174608,"R",16193738,"R",5785236,"R",1903951,"R",1783821,"R",1181696,"R",0,"R",5539034,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1049958,"R",4500,"R",158926,"R",0,"R",10265,"R",26164,"R",1249813,"R",347941,"R",0,"R",347941,"R",901872,2 ,"A",,"A",
188021,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",608409,"R",635482,"R",153264,"R",0,"R",0,"R",0,"R",12339,"A",,"Z",0,"A",,"R",8571,"R",1418065,"R",0,"R",3434075,"R",324207,"R",928892,"R",29082,"R",0,"R",29142,"R",81317,"R",0,"R",4826715,"R",6244780,"R",680518,"R",40629,"R",41470,"R",1,"R",762618,"R",7007398,"R",2735048,"R",1150803,"R",0,"R",0,"R",332774,"R",118581,"R",1529039,"R",472149,"R",836251,"R",342383,"R",1347673,"R",296568,"R",761760,"R",16399,"R",0,"A",,"A",,"A",,"A",,"R",38296,"R",0,"R",7597240,"R",2380484,"R",783046,"R",1104609,"R",714090,"R",0,"R",2615011,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",928892,"R",18825,"R",91170,"R",0,"R",9610,"R",65208,"R",1113705,"R",351945,"R",0,"R",351945,"R",761760,2 ,"A",,"A",
188030,"R",119984581,"R",506751594,"R",211130098,"R",717881692,"R",837866273,"R",197892002,"R",8365114,"R",51367976,"R",59733090,"R",147321263,"R",951023812,"R",1098345075,"R",1158078165,"R",36205662,"R",383627323,"R",43127754,"R",30080928,"R",-615361557,"R",-158525552,"R",10657569,"R",86514216,"R",786594082,"R",223003947,"R",39540446,"R",1146310260,"R",639525665,"R",0,"R",0,"R",547567659,"R",614127661,"R",-66560002,"R",-91965550,"R",0,"R",-158525552,"R",55087750,"R",83458047,"R",7821436,"R",10335768,"R",2835727,"R",7500041,"R",19041976,"R",0,"R",0,"R",4651776,"R",14235246,"R",194631999,"R",0,"R",162338600,"R",0,"R",26087791,"R",12780315,"R",0,"R",8671947,"R",7441387,"R",10176486,"R",227496526,"R",422128525,"R",14688353,"R",10822373,"R",2273668,"R",0,"R",27784394,"R",449912919,"R",119430776,"R",71078970,"R",93931036,"R",38341195,"R",54357700,"R",22991719,"R",19149490,"R",10384492,"R",17014518,"R",8357935,"R",25508136,"R",11961001,"R",17464192,"R",22204618,"R",6267073,"R",0,"R",0,"R",20488795,"R",6707218,"R",122135831,"R",7015445,"R",511685092,"R",183105048,"R",156921888,"R",27845048,"R",27950976,"R",6221299,"R",109640833,1 ,"R",117532149,"R",792236144,"R",32835343,"R",191743275,"R",10736280,"R",145672186,"R",3307840,"R",5770519,"R",26087791,"R",2291653,"R",14603544,"R",0,"R",4221087,"R",17984370,"R",65188445,"R",41124041,"R",6600212,"R",47724253,"R",17464192,1 ,"R",42816242,"R",42404246
188049,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1178892,"R",2929142,"R",265827,"R",158495,"R",0,"R",158495,"R",367722,"A",,"R",0,"A",,"R",316505,"R",5216583,"R",0,"R",5465500,"R",2926109,"R",2382445,"R",0,"R",0,"R",136014,"R",96018,"R",0,"R",11006086,"R",16222669,"R",1505977,"R",0,"R",0,"R",0,"R",1505977,"R",17728646,"R",4389422,"R",2768854,"R",196356,"R",22844,"R",3065680,"R",1609568,"R",1287462,"R",794071,"R",1318693,"R",659316,"R",1891359,"R",1078350,"R",1966665,"R",513030,"R",106827,"A",,"A",,"A",,"A",,"R",4892222,"R",3,"R",19520889,"R",7039833,"R",5456708,"R",2670551,"R",0,"R",0,"R",4353797,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2382445,"R",0,"R",212779,"R",0,"R",0,"R",45132,"R",2640356,"R",654088,"R",19603,"R",673691,"R",1966665,2 ,"A",,"A",
188058,"R",6920803,"R",22162417,"R",13014183,"R",35176600,"R",42097403,"R",9904397,"R",0,"R",3061978,"R",3061978,"R",0,"R",42776815,"R",42776815,"R",45838793,"R",3504432,"R",35176600,"R",0,"R",0,"R",-32518025,"R",2658575,"R",10156229,"R",0,"R",58323574,"R",6782740,"R",2802658,"R",78065201,"R",42888601,"R",0,"R",0,"R",24271441,"R",26544637,"R",-2273196,"R",1827317,"R",3104454,"R",2658575,"R",4212222,"R",3228476,"R",984514,"R",369870,"R",0,"R",369870,"R",572406,"R",0,"R",0,"R",0,"R",0,"R",9367488,"R",0,"R",10739900,"R",0,"R",2775707,"R",0,"R",0,"R",402016,"R",0,"R",0,"R",13917623,"R",23285111,"R",952538,"R",0,"R",0,"R",33792,"R",986330,"R",24271441,"R",6302561,"R",3932766,"R",0,"R",0,"R",447653,"R",201977,"R",1204692,"R",710780,"R",2163080,"R",1455127,"R",3880489,"R",1219813,"R",1177999,"R",1312399,"R",479180,"R",0,"R",0,"R",0,"R",0,"R",10055764,"R",0,"R",26544637,"R",7999643,"R",3201945,"R",1933008,"R",291289,"R",0,"R",13118752,1 ,"R",-3488565,"R",34773819,"R",1466003,"R",9314007,"R",76656,"R",7889220,"R",2038429,"R",590390,"R",2775707,"R",452769,"R",984514,"R",0,"R",402016,"R",0,"R",4615006,"R",3156861,"R",280146,"R",3437007,"R",1177999,2 ,"A",,"A",
188100,"R",30143861,"R",76043070,"R",11572050,"R",87615120,"R",117758981,"R",28974622,"R",1899426,"R",6863631,"R",8763057,"R",20399258,"R",129794566,"R",150193824,"R",158956881,"R",7201189,"R",61711860,"R",4428145,"R",366038,"R",-85930510,"R",-19424467,"R",11217880,"R",16675220,"R",145666634,"R",22882328,"R",2129043,"R",198571105,"R",116378282,"R",0,"R",0,"R",71603801,"R",77915612,"R",-6311811,"R",-13112656,"R",0,"R",-19424467,"R",6891777,"R",2408516,"R",2112954,"R",1557020,"R",0,"R",1557020,"R",3346014,"A",,"R",845270,"A",,"R",1157060,"R",18318611,"R",0,"R",23438667,"R",17761385,"R",9998270,"R",0,"R",0,"R",0,"R",120429,"R",299645,"R",51618396,"R",69937007,"R",1620107,"R",46687,"R",0,"R",0,"R",1666794,"R",71603801,"R",31126338,"R",15673223,"R",0,"R",0,"R",1938329,"R",831156,"R",4955398,"R",2326924,"R",7556804,"R",3642180,"R",7655534,"R",3509705,"R",9399413,"R",3794852,"R",892046,"A",,"A",,"A",,"A",,"R",11488944,"R",84,"R",77915612,"R",26875318,"R",15358855,"R",5835050,"R",5629641,"R",497749,"R",23718999,1 ,"R",19558760,"R",118990603,"R",3362089,"R",28766001,"R",-8240834,"R",9635776,"R",3839100,"R",208621,"R",9598270,"R",200000,"R",1099243,"R",0,"R",2968691,"R",0,"R",13866204,"R",4466791,"R",0,"R",4466791,"R",9399413,1 ,"R",16031607,"R",15609784
188137,"R",25007263,"R",90661864,"R",5202927,"R",95864791,"R",120872054,"R",24138781,"R",3750000,"R",6162430,"R",9912430,"R",12369469,"R",114131677,"R",126501146,"R",136413576,"R",11934216,"R",74542395,"R",5202927,"R",0,"R",-83082279,"R",-3336957,"R",9712955,"R",15542035,"R",108379487,"R",11196396,"R",408540,"R",145239413,"R",54783014,"R",0,"R",0,"R",58235360,"R",65821424,"R",-7586064,"R",4249107,"R",0,"R",-3336957,"R",5075349,"R",3013419,"R",1873678,"R",1739512,"R",209087,"R",1530425,"R",1840897,"A",,"R",1253292,"A",,"R",69335,"R",14865482,"Z",0,"R",14073402,"R",24481040,"R",4046334,"R",0,"R",0,"R",0,"R",0,"R",253506,"R",42854282,"R",57719764,"R",515596,"R",0,"R",0,"R",0,"R",515596,"R",58235360,"R",16842265,"R",10242221,"R",0,"R",0,"R",8282302,"R",2617306,"R",4852787,"R",2962167,"R",3715445,"R",2371952,"R",6414093,"R",3112757,"R",3414436,"R",1881774,"R",590536,"A",,"A",,"A",,"A",,"R",20418322,"R",1499575,"R",65821424,"R",23396514,"R",18272396,"R",3099690,"R",3681746,"R",376548,"R",16994530,1 ,"R",12024044,"R",91811777,"R",4075804,"R",23704068,"R",920704,"R",22053116,"R",7858412,"R",434713,"R",4046334,"R",83414,"R",571882,"Z",0,"Z",0,"R",688022,"R",5389652,"R",1975216,"Z",0,"R",1975216,"R",3414436,1 ,"R",7903058,"R",8072011
