UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03   
444334,"R",1719740,"R",0,"R",49431,"R",0,"R",717186,"R",0,"R",1002554,"R",1719740,"R",0,"R",0,"R",103767,"R",0,"R",75847,"R",179614,"R",130183,"R",49431,"R",863087,"R",680894,"R",0,"R",182193,"R",0,"R",820361,"R",0,"R",1002554,"R",249775,"R",0,"R",0,"R",0,"R",0,"R",0,"R",249775,"R",0,"R",0,"R",0,"R",613312,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",249775,"R",863087,"R",182272,"R",37055,"R",0,"R",0,"R",74908,"R",15076,"R",64693,"R",12846,"R",170246,"R",33655,"R",40859,"R",7538,"R",0,"R",0,"R",0,"A",,"A",,"R",147916,"R",0,"R",680894,"R",106170,"R",8714,"R",163436,"R",1765,"R",0,"R",400809,"A",,"A",,-2
444343,"R",8615070,"R",0,"R",106809,"R",0,"R",1163741,"R",0,"R",7451329,"R",8615070,"R",0,"R",4102321,"R",922377,"R",0,"R",0,"R",5024698,"R",4917889,"R",106809,"R",1015096,"R",4102321,"R",0,"R",-3087225,"R",2586670,"R",7487684,"R",464200,"R",7451329,"R",278165,"R",14928,"R",0,"R",0,"R",0,"R",0,"R",293093,"R",0,"R",0,"R",0,"R",996559,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",18537,"R",1015096,"R",2083350,"R",1140632,"R",0,"R",0,"R",0,"R",0,"R",1304789,"R",55390,"R",118032,"R",8404,"R",0,"Z",0,"R",0,"R",0,"R",0,"A",,"A",,"R",596150,"R",0,"R",4102321,"R",1204426,"R",0,"R",489341,"R",106809,"R",0,"R",2301745,"R",0,"R",6800, 3
444361,"R",2266245,"R",0,"R",135067,"R",53939,"R",570902,"R",0,"R",1695343,"R",2266245,"R",0,"R",0,"R",189006,"R",0,"R",0,"R",189006,"R",53939,"R",135067,"R",2953466,"R",2987718,"R",0,"R",-34252,"R",0,"R",1581727,"R",147868,"R",1695343,"R",428204,"R",4251,"R",0,"R",0,"R",0,"R",0,"R",432455,"R",0,"R",0,"R",0,"R",1160542,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",1792924,"R",2953466,"R",536416,"R",385668,"R",1150,"Z",0,"R",2700,"Z",0,"R",1204658,"R",409552,"R",89250,"R",45000,"R",910720,"R",385668,"R",242824,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"R",2987718,"R",1225888,"R",0,"R",15600,"R",0,"R",0,"R",1746230,"R",800,"R",21210, 3
444370,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",142528,"R",16892,"Z",0,"Z",0,"Z",0,"Z",0,"R",159420,"R",0,"Z",0,"R",0,"R",826083,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-265431,"R",0,"A",,"A",,"R",587181,"R",1147833,"R",453847,"R",209217,"Z",0,"Z",0,"Z",0,"Z",0,"R",137392,"R",63428,"R",98605,"R",70523,"R",568109,"R",323575,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",1257953,"R",666743,"R",10919,"R",529322,"R",50969,"Z",0,"R",0,"A",,"A",,-2
444404,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",97857,"R",6675,"R",0,"R",0,"R",0,"Z",0,"R",104532,"R",0,"R",0,"R",0,"R",155526,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1497,"A",,"A",,"R",0,"R",157023,"R",98748,"R",58769,"R",0,"R",0,"R",3679,"R",0,"R",19745,"R",17984,"R",14879,"R",14251,"R",25678,"R",23159,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",162729,"R",114163,"R",11458,"R",2965,"R",1933,"R",0,"R",32210,"A",,"A",,-2
444440,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",260737,"R",48196,"R",3585,"R",3585,"R",0,"R",1712,"R",314230,"R",5525,"R",0,"R",5525,"R",813956,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",34862,"A",,"A",,"R",0,"R",848818,"R",316909,"R",225456,"R",0,"R",0,"R",0,"R",0,"R",263668,"R",66382,"R",31422,"R",31422,"R",81022,"R",51372,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",693021,"R",374632,"R",0,"R",550,"R",0,"R",0,"R",317839,"A",,"A",,-2
444468,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",90333,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",90333,"R",0,"R",0,"R",0,"R",90333,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",54905,"A",,"A",,"R",0,"R",145238,"R",32000,"R",32000,"R",0,"R",0,"R",0,"R",0,"R",24000,"R",24000,"R",6335,"R",0,"R",21544,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",83879,"R",56000,"R",0,"R",1814,"R",8177,"R",0,"R",17888,"A",,"A",,-2
444486,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1297878,"Z",0,"Z",0,"Z",0,"Z",0,"R",8349,"R",1306227,"Z",0,"Z",0,"Z",0,"R",4628221,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",437076,"A",,"A",,"R",0,"R",5065297,"R",1615794,"R",845992,"Z",0,"Z",0,"Z",0,"Z",0,"R",233021,"R",221291,"R",157904,"R",149956,"R",877282,"R",430767,"A",,"A",,"Z",0,"A",,"A",,"R",1293016,"R",0,"R",4177017,"R",1648006,"R",87353,"R",215250,"R",193282,"R",15150,"R",2017976,"A",,"A",,-2
444529,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",215713,"R",0,"R",0,"R",0,"R",0,"R",0,"R",215713,"R",0,"R",0,"R",0,"R",803565,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",149,"R",0,"A",,"A",,"R",21152,"R",824866,"R",209525,"R",209525,"R",0,"R",0,"R",0,"R",0,"R",45545,"R",45500,"R",52000,"R",52000,"R",52000,"R",52000,"A",,"A",,"R",0,"A",,"A",,"R",446031,"R",8582,"R",805101,"R",367607,"R",2367,"R",4536,"R",24596,"R",632,"R",405363,"A",,"A",,-2
444556,"R",1260779,"R",0,"R",680810,"R",202980,"R",942624,"R",35302,"R",318155,"R",1260779,"R",0,"R",1487922,"R",449298,"R",0,"R",0,"R",1937220,"R",1256410,"R",680810,"R",7589011,"R",7140734,"R",0,"R",448277,"R",0,"R",-2318611,"R",2188489,"R",318155,"R",1773489,"R",46284,"R",0,"R",0,"R",0,"R",460345,"R",2280118,"R",8005,"R",0,"R",8005,"R",7102896,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",486115,"Z",0,"A",,"R",0,"R",7589011,"R",2129420,"R",1165621,"Z",0,"Z",0,"Z",0,"Z",0,"R",81473,"R",46300,"R",2284206,"R",1681167,"R",2645635,"R",241917,"Z",0,"R",0,"Z",0,"A",,"A",,"R",0,"R",0,"R",7140734,"R",3135005,"R",490371,"R",509176,"R",315642,"Z",0,"R",2690540,"R",0,"R",25730, 3
444565,"R",1910596,"R",0,"R",324093,"R",0,"R",962289,"R",0,"R",948307,"R",1910596,"R",0,"R",0,"R",1818736,"R",0,"R",277685,"R",2096421,"R",1772328,"R",324093,"R",6447830,"R",6005092,"R",-741420,"R",-298682,"R",0,"R",1271091,"R",-24102,"R",948307,"R",1048982,"R",31736,"R",0,"R",0,"R",0,"R",432325,"R",1513043,"R",0,"R",0,"R",0,"R",5558795,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",494545,"Z",0,"A",,"R",394490,"R",6447830,"R",2133647,"R",1188532,"R",0,"R",0,"R",0,"R",0,"R",790432,"R",723326,"R",128357,"R",123763,"R",424842,"R",195311,"R",356797,"R",0,"Z",0,"A",,"A",,"R",2171017,"R",66042,"R",6005092,"R",2296974,"R",213613,"R",2979378,"R",136481,"R",0,"R",378646,"A",,"A",,-2
444583,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4587064,"R",211626,"R",97193,"R",97193,"R",0,"R",0,"R",4895883,"R",0,"R",0,"R",0,"R",6599513,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",177422,"A",,"A",,"R",0,"R",6776935,"R",1574449,"R",607840,"R",0,"R",0,"R",0,"R",0,"R",379743,"R",340491,"R",376465,"R",336111,"R",5128286,"R",1887610,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",7458943,"R",3172052,"R",307515,"R",304010,"R",293012,"R",53428,"R",3328926,"A",,"A",,-2
444635,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",149638,"R",5190,"R",0,"R",0,"R",0,"R",8549,"R",163377,"Z",0,"Z",0,"Z",0,"R",563276,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",92077,"A",,"A",,"R",54422,"R",709775,"R",198632,"R",197552,"R",39952,"Z",0,"R",44852,"R",0,"R",112677,"R",91659,"R",39888,"R",39852,"R",51199,"R",49537,"A",,"A",,"R",8000,"A",,"A",,"R",0,"R",0,"R",495200,"R",378600,"R",0,"R",8856,"R",6256,"R",153,"R",101335,"A",,"A",,-2
444662,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",554216,"R",0,"R",0,"R",0,"R",0,"R",0,"R",554216,"R",0,"R",0,"R",0,"R",1422757,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",997,"R",1423754,"R",252866,"R",252866,"R",0,"R",0,"R",0,"R",0,"R",23585,"R",23585,"R",30678,"R",30678,"R",218461,"R",218461,"A",,"A",,"R",0,"A",,"A",,"R",586911,"R",273,"R",1112501,"R",525863,"R",0,"R",106125,"R",0,"R",0,"R",480513,"A",,"A",,-2
444671,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1288451,"R",31625,"R",4315,"Z",0,"R",4315,"Z",0,"R",1324391,"Z",0,"Z",0,"Z",0,"R",1389109,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",152062,"R",1541171,"R",426579,"R",220559,"Z",0,"Z",0,"Z",0,"Z",0,"R",135485,"R",84331,"R",488310,"R",324512,"R",365248,"R",215805,"A",,"A",,"Z",0,"A",,"A",,"R",104721,"R",2,"R",1520343,"R",845209,"R",68812,"R",144100,"R",37487,"Z",0,"R",424735,"A",,"A",,-2
444699,"R",622539,"R",0,"R",1718,"R",0,"R",113177,"R",0,"R",509362,"R",622539,"R",0,"R",13061,"R",71566,"R",0,"R",0,"R",84627,"R",82909,"R",1718,"R",827551,"R",717445,"R",-24925,"R",85181,"R",0,"R",424181,"R",0,"R",509362,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",702405,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",342,"R",124804,"R",0,"R",0,"R",0,"R",827551,"R",292728,"R",226798,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8846,"R",0,"R",273324,"R",113399,"R",0,"R",0,"R",0,"R",0,"R",0,"R",142547,"R",1,"R",717445,"R",340198,"R",31242,"R",142249,"R",298,"R",0,"R",203458,"R",23885,"R",9957, 3
444714,"R",1104730,"R",100000,"R",105438,"R",25000,"R",687666,"Z",0,"R",417064,"R",1104730,"Z",0,"R",60741,"R",172625,"Z",0,"Z",0,"R",233366,"R",127928,"R",105438,"R",1519414,"R",1425621,"R",0,"R",93793,"R",2,"R",323269,"R",0,"R",417064,"R",506281,"R",45400,"Z",0,"Z",0,"Z",0,"Z",0,"R",551681,"Z",0,"Z",0,"Z",0,"R",1287077,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",139,"Z",0,"Z",0,"A",,"R",232198,"R",1519414,"R",605063,"R",242260,"Z",0,"Z",0,"Z",0,"Z",0,"R",397600,"R",84211,"R",312179,"R",84211,"R",110779,"R",107704,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",0,"R",1425621,"R",518386,"R",64758,"Z",0,"R",28219,"Z",0,"R",814258,"A",,"A",,-2
444732,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",366761,"R",12256,"R",4087,"R",4087,"R",0,"R",0,"R",383104,"R",0,"R",0,"R",0,"R",498186,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",498186,"R",130325,"R",130325,"R",0,"R",0,"R",0,"R",0,"R",90371,"R",90371,"R",48668,"R",0,"R",21878,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",291242,"R",220696,"R",0,"R",6268,"R",0,"R",0,"R",64278,"A",,"A",,-2
444787,"R",5117454,"R",0,"R",1075422,"R",694472,"R",2123819,"R",98581,"R",2993635,"R",5117454,"R",0,"R",0,"R",1767036,"Z",0,"Z",0,"R",1767036,"R",691614,"R",1075422,"R",11663239,"R",10661310,"R",-396180,"R",605749,"R",0,"R",2390435,"R",-2549,"R",2993635,"R",1718034,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1718034,"R",0,"R",0,"R",0,"R",11404587,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",258652,"R",11663239,"R",3300236,"R",3097427,"R",77356,"R",75488,"R",0,"R",0,"R",1135245,"R",796172,"R",1981002,"R",1649738,"R",4167471,"R",2048708,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10661310,"R",7667533,"R",484347,"R",336465,"R",229345,"R",1397,"R",1942223,"A",,"A",,-2
444796,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",664786,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",664786,"R",0,"R",0,"R",0,"R",1922098,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",1922098,"R",749474,"R",98580,"R",0,"R",0,"R",0,"R",0,"R",82506,"R",47056,"R",224631,"R",102031,"R",104600,"R",78220,"A",,"A",,"R",0,"A",,"A",,"R",613683,"R",200000,"R",1774894,"R",525887,"R",15223,"R",147204,"R",37580,"R",0,"R",1049000,"A",,"A",,-2
444811,"R",2268693,"Z",0,"R",25788,"Z",0,"R",1819739,"Z",0,"R",448954,"R",2268693,"Z",0,"Z",0,"R",236571,"Z",0,"Z",0,"R",236571,"R",210783,"R",25788,"R",3459662,"R",3396991,"R",0,"R",62671,"R",211000,"R",457667,"R",-282384,"R",448954,"R",1197660,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1197660,"Z",0,"Z",0,"Z",0,"R",3456732,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2930,"Z",0,"Z",0,"A",,"R",0,"R",3459662,"R",1154527,"R",837330,"Z",0,"Z",0,"Z",0,"Z",0,"R",1063279,"R",719771,"R",44876,"R",42777,"R",11380,"R",11380,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",1122929,"R",0,"R",3396991,"R",1611258,"R",56782,"R",60178,"R",19263,"Z",0,"R",1649510,"A",,"A",,-2
444857,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",185637,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",185637,"Z",0,"Z",0,"Z",0,"R",607860,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",170533,"A",,"A",,"R",58880,"R",837273,"R",260557,"R",132760,"Z",0,"Z",0,"Z",0,"Z",0,"R",21656,"Z",0,"R",33417,"Z",0,"R",324245,"R",202671,"A",,"A",,"Z",0,"A",,"A",,"R",273699,"R",0,"R",913574,"R",335431,"Z",0,"R",105626,"R",29816,"Z",0,"R",442701,"A",,"A",,-2
444866,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",609023,"R",7400,"R",0,"R",0,"R",0,"R",0,"R",616423,"R",0,"R",0,"R",0,"R",2475431,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1877,"R",0,"R",38553,"A",,"R",0,"R",2515861,"R",1149241,"R",429153,"R",0,"R",0,"R",0,"R",0,"R",6268,"R",0,"R",1087261,"R",364834,"R",819793,"R",204479,"R",227,"R",0,"R",0,"A",,"A",,"R",0,"R",0,"R",3062790,"R",998466,"R",193427,"R",1705319,"R",17656,"R",0,"R",147922,"A",,"A",,-2
444893,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",995373,"R",0,"R",0,"R",0,"R",0,"R",100000,"R",1095373,"R",0,"R",0,"R",0,"R",2339905,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",2339905,"R",879783,"R",698950,"R",0,"R",0,"R",0,"R",0,"R",511193,"R",406120,"R",332748,"R",264354,"R",577983,"R",459183,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",2301707,"R",1828607,"R",141291,"R",7404,"R",0,"R",0,"R",324405,"A",,"A",,-2
444936,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",123527,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",123527,"Z",0,"Z",0,"Z",0,"R",632852,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",956,"R",59592,"A",,"A",,"R",0,"R",693400,"R",194500,"R",178520,"Z",0,"R",0,"Z",0,"R",0,"R",91562,"R",22250,"R",46313,"R",26820,"R",73925,"R",2040,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",406300,"R",229630,"R",0,"R",119600,"R",30155,"R",0,"R",26915,"A",,"A",,-2
444945,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2320351,"Z",0,"R",8859,"R",8859,"Z",0,"Z",0,"R",2329210,"Z",0,"Z",0,"Z",0,"R",5478542,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",17873,"A",,"A",,"R",0,"R",5496415,"R",2103002,"R",525259,"Z",0,"Z",0,"Z",0,"Z",0,"R",525775,"R",227827,"R",306696,"R",201317,"R",624475,"R",285624,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",3559948,"R",1240027,"R",424683,"R",713413,"Z",0,"Z",0,"R",1181825,"A",,"A",,-2
445027,"R",50688127,"Z",0,"R",103880,"Z",0,"R",17492012,"Z",0,"R",33196115,"R",50688127,"Z",0,"R",8136792,"R",6120111,"Z",0,"Z",0,"R",14256903,"R",14153023,"R",103880,"R",162449467,"R",176808880,"R",-2675485,"R",-17034898,"R",20949662,"R",29281352,"R",-1,"R",33196115,"R",51306022,"R",1453326,"R",514932,"R",514932,"Z",0,"R",4588809,"R",57863089,"R",6557067,"Z",0,"R",6557067,"R",160824348,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"Z",0,"R",1625093,"R",162449467,"R",19011403,"R",12730503,"Z",0,"Z",0,"Z",0,"Z",0,"R",13863851,"R",8045811,"R",45701809,"R",34967523,"R",84827411,"R",1585990,"R",1824045,"Z",0,"Z",0,"Z",0,"Z",0,"R",11580361,"R",1,"R",176808880,"R",57329828,"R",6348258,"R",3995194,"R",2646572,"Z",0,"R",106489028,"R",2675485,"Z",0, 1
445133,"R",1702362,"Z",0,"R",853003,"Z",0,"R",11119317,"Z",0,"R",-9416955,"R",1702362,"Z",0,"R",2439952,"R",2069469,"Z",0,"Z",0,"R",4509421,"R",3656418,"R",853003,"R",7175501,"R",8025272,"R",220386,"R",-629385,"Z",0,"R",-8787569,"R",-1,"R",-9416955,"R",1346498,"R",88035,"Z",0,"Z",0,"Z",0,"R",198475,"R",1633008,"R",286510,"Z",0,"R",286510,"R",7127382,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",47825,"Z",0,"R",294,"R",7175501,"R",1510921,"R",967263,"Z",0,"Z",0,"Z",0,"Z",0,"R",838232,"R",446770,"R",1469717,"R",1292908,"R",3879831,"R",424919,"R",107558,"R",50034,"Z",0,"Z",0,"Z",0,"R",219013,"R",0,"R",8025272,"R",3181894,"R",358680,"R",853787,"R",332721,"R",301151,"R",2997039,"R",-220385,"Z",0, 1
445212,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",913625,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",913625,"Z",0,"Z",0,"Z",0,"R",2918543,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",374821,"A",,"A",,"R",0,"R",3293364,"R",1246321,"R",653589,"Z",0,"Z",0,"Z",0,"Z",0,"R",243936,"R",215836,"R",170199,"R",150593,"R",441527,"R",265296,"A",,"A",,"Z",0,"A",,"A",,"R",1214666,"R",0,"R",3316649,"R",1285314,"R",167334,"R",127256,"R",14483,"Z",0,"R",1722262,"A",,"A",,-2
445230,"R",8039341,"Z",0,"R",735127,"Z",0,"R",3374557,"Z",0,"R",4664784,"R",8039341,"Z",0,"R",1432629,"R",1056239,"Z",0,"Z",0,"R",2488868,"R",1753741,"R",735127,"R",12101566,"R",9566045,"R",0,"R",2535521,"R",-1659170,"R",3788433,"R",0,"R",4664784,"R",2784355,"R",48489,"Z",0,"Z",0,"Z",0,"R",41120,"R",2873964,"Z",0,"Z",0,"Z",0,"R",9262495,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",41120,"R",-34893,"Z",0,"Z",0,"A",,"R",2832844,"R",12101566,"R",4246466,"R",2515675,"Z",0,"Z",0,"Z",0,"Z",0,"R",279299,"R",251568,"R",2495865,"R",1088926,"R",2503295,"R",689950,"Z",0,"Z",0,"R",41120,"A",,"A",,"R",0,"R",0,"R",9566045,"R",4546119,"R",1149571,"R",893598,"R",288536,"Z",0,"R",2688221,"A",,"A",,-2
